data;dias_uteis;taxa_true;pred_CubicSpline;pred_B_Spline_(Ridge);pred_NSSplusL_BFGS_B;pred_GAtoNSSplusL_BFGS_B
2025-10-01;169;14,84;14,83825390277906;14,84244141527468;14,692456967755072;14,692320926773426
2025-10-01;170;14,84;14,837269266755511;14,840831875352423;14,689571016858803;14,689434713401782
2025-10-01;173;14,84;14,834726176614419;14,835924973092267;14,680939024998533;14,680801996500458
2025-10-01;180;14,83;14,830394264352444;14,824026655245444;14,66094795465377;14,660809593670823
2025-10-01;181;14,83;14,82986770449164;14,822276482912878;14,658109188588636;14,657970677783691
2025-10-01;182;14,83;14,829345643717351;14,820513889024818;14,655274683605482;14,65513603300441
2025-10-01;196;14,81;14,820192477513764;14,794567210776913;14,616036390959415;14,61589681606684
2025-10-01;197;14,81;14,819259485431118;14,792625557737626;14,613265237987738;14,613125669440246
2025-10-01;210;14,8;14,80062090965827;14,76636388009364;14,57761949084036;14,577480853229208
2025-10-01;211;14,79;14,798559228582556;14,764267393753414;14,574906520785431;14,574768018844697
2025-10-01;215;14,79;14,789367852463702;14,755775998639296;14,564095807767444;14,56395793797139
2025-10-01;224;14,76;14,764546985677468;14,736070004589143;14,540011282051903;14,539875348707234
2025-10-01;226;14,75;14,758531944303552;14,731581336943561;14,534703963384885;14,534568555187636
2025-10-01;232;14,74;14,740087886147673;14,717884531422117;14,518879131682167;14,518745501285705
2025-10-01;240;14,71;14,715669572553615;14,699101664436148;14,498004632043008;14,497873834363753
2025-10-01;243;14,71;14,706655769261669;14,691910399613764;14,490242650685481;14,490113048432146
2025-10-01;259;14,66;14,660245999020047;14,65227926345254;14,449446914430382;14,449324870245583
2025-10-01;261;14,65;14,654672037347742;14,647181689428416;14,444418119604807;14,444297156184524
2025-10-01;271;14,63;14,627363230412435;14,62124877880767;14,419507258387764;14,419392134490382
2025-10-01;272;14,63;14,624660555474035;14,618616135113522;14,417037436914843;14,416922936166593
2025-10-01;273;14,62;14,621959111896622;14,615976578534779;14,41457146433849;14,414457593742194
2025-10-01;287;14,58;14,58372262057545;14,578330833059248;14,380449560742308;14,380345230415614
2025-10-01;295;14,56;14,560867026700754;14,55627989651685;14,36128510224313;14,361186804908538
2025-10-01;300;14,55;14,545955662752883;14,542316674841441;14,349429334222556;14,349335013465698
2025-10-01;302;14,54;14,539855850513645;14,536694437064531;14,344713159423575;14,344620472621608
2025-10-01;303;14,54;14,536778811020904;14,533875642649715;14,342360654917439;14,342268794258953
2025-10-01;306;14,53;14,527444716069448;14,525389283718042;14,335325422377164;14,335236076462055
2025-10-01;315;14,5;14,498624004831603;14,499674590891297;14,314419270420558;14,314337788746146
2025-10-01;320;14,48;14,482173882222948;14,48523497945194;14,302933246933513;14,302856335971944
2025-10-01;330;14,45;14,44861159575706;14,456062782522885;14,280234074246003;14,280166719787049
2025-10-01;331;14,44;14,445220401243766;14,453125853755058;14,277984046525425;14,27791767732792
2025-10-01;334;14,44;14,435021639500308;14,444295261618276;14,27125554584626;14,27119216395256
2025-10-01;335;14,44;14,431615203134415;14,441345330744365;14,269019892780705;14,268957517068705
2025-10-01;349;14,39;14,383857258824662;14,399748426976409;14,238095154304668;14,238047394488985
2025-10-01;350;14,38;14,380459655115262;14,396758364420108;14,235912825046347;14,235866145940323
2025-10-01;356;14,36;14,36018040482044;14,378774093300393;14,222892681013512;14,222852584992088
2025-10-01;362;14,35;14,340150659515114;14,360724015704648;14,209998478656905;14,209965130963147
2025-10-01;364;14,34;14,333542665867617;14,354694959478957;14,205728248808061;14,205697186285228
2025-10-01;365;14,33;14,330252977174402;14,351678385580326;14,203598335485504;14,2035684221284
2025-10-01;378;14,29;14,288511204898002;14,3123681934717;14,176223100341995;14,176208512654032
2025-10-01;390;14,25;14,252086818230367;14,276004406890042;14,151465513852408;14,151465676490421
2025-10-01;394;14,24;14,240494265239368;14,263885346321858;14,143320971349373;14,143326171644185
2025-10-01;411;14,19;14,193911268473817;14,212510480018206;14,10930142465917;14,109328660333347
2025-10-01;413;14,19;14,188590193090048;14,206489155006969;14,105361873379174;14,105391764440185
2025-10-01;414;14,18;14,185933133763168;14,203480896026692;14,103397013373232;14,10342823685794
2025-10-01;420;14,17;14,169982169173236;14,185468805194432;14,091676433147377;14,09171571588814
2025-10-01;425;14,16;14,15660123884514;14,170514447089145;14,081998673814256;14,082044754727633
2025-10-01;426;14,15;14,15391406810926;14,167530380168573;14,080072828430714;14,080120277653892
2025-10-01;441;14,11;14,113325202723745;14,123092413649356;14,051570259921567;14,051638561181793
2025-10-01;443;14,1;14,10789269828413;14,117219289616935;14,047824094952908;14,047895220508535
2025-10-01;453;14,08;14,080758897980061;14,08806966945982;14,029282485992775;14,02936787609506
2025-10-01;455;14,07;14,075348421128917;14,0822863353807;14,025611801514293;14,02570007188125
2025-10-01;460;14,06;14,061864637861484;14,067901946902094;14,016489615157864;14,016585123871382
2025-10-01;471;14,03;14,03251293677673;14,036660101006706;13,996693067763445;13,996804678743638
2025-10-01;481;14,0;14,006373843165875;14,008795326896207;13,979017779022051;13,979144220985523
2025-10-01;485;13,99;13,9961072564533;13,997806716442796;13,972032579559833;13,97216500028594
2025-10-01;502;13,96;13,954026584081664;13,95220029171949;13,942880273656634;13,943038361185426
2025-10-01;504;13,95;13,949268563314641;13,946953209049045;13,939507002163596;13,939668133685197
2025-10-01;510;13,94;13,935258417754724;13,931360425234551;13,929457744798974;13,929628035031543
2025-10-01;513;13,93;13,928388715932618;13,923647229026203;13,924472632498656;13,924647516135916
2025-10-01;540;13,87;13,86923337629178;13,856693366409617;13,880775378590755;13,880991929257286
2025-10-01;546;13,86;13,85640132465136;13,842409692296009;13,871346523914259;13,871572390967525
2025-10-01;547;13,86;13,854262397446343;13,840049861200393;13,869784871289673;13,87001229234652
2025-10-01;560;13,82;13,826276387756858;13,809908503976901;13,84973676219749;13,849984407285547
2025-10-01;572;13,8;13,799774933371985;13,782961682479172;13,83164415603003;13,83191048231973
2025-10-01;593;13,75;13,751449142511182;13,737794380857999;13,800919492639242;13,801218447665976
2025-10-01;600;13,73;13,735256199208298;13,72329301296117;13,790938830642444;13,791248621769759
2025-10-01;623;13,69;13,684310315582431;13,677560001633028;13,759044973168487;13,759390131067242
2025-10-01;630;13,67;13,67005718538073;13,664215632690036;13,749607910616712;13,749963739471799
2025-10-01;638;13,66;13,654750380705922;13,649288296145489;13,738974482818234;13,73934244225908
2025-10-01;660;13,62;13,617038787658295;13,609990726289194;13,710554903664312;13,710955805218251
2025-10-01;670;13,6;13,601344457626576;13,592964349218944;13,69802915981563;13,69844480199617
2025-10-01;684;13,58;13,58007415053197;13,56998896957756;13,68089726947949;13,681333267771706
2025-10-01;686;13,58;13,577058340573934;13,566787941122913;13,678487937021815;13,67892681470824
2025-10-01;691;13,57;13,569504863683377;13,558873367618363;13,672505896762392;13,672951939999617
2025-10-01;714;13,54;13,534271524031602;13,524064968227268;13,645738911495295;13,646217268645623
2025-10-01;720;13,53;13,52501034748945;13,51541016380322;13,638956128558943;13,639442728004418
2025-10-01;721;13,53;13,523466559891231;13,513984597134398;13,637833607126128;13,638321572316167
2025-10-01;730;13,51;13,509586656414061;13,501370263012104;13,627832351962601;13,628332503485911
2025-10-01;742;13,5;13,491187227714628;13,48514940767329;13,614778775400152;13,615294869465064
2025-10-01;750;13,48;13,479045350525052;13,474710422070435;13,606252920585863;13,606779439878057
2025-10-01;776;13,45;13,440854875071038;13,442811955697348;13,579500571390325;13,580059775293694
2025-10-01;782;13,44;13,432448062764133;13,435883137073239;13,57353126042228;13,574097733219594
2025-10-01;805;13,41;13,402265302268784;13,410785727680254;13,551342302254849;13,551935626145848
2025-10-01;810;13,4;13,396214677893827;13,405631803506253;13,546662065561696;13,547261006328245
2025-10-01;824;13,38;13,380435890182914;13,391762816576618;13,533825106050685;13,534439338083457
2025-10-01;840;13,36;13,36460442694256;13,37690884102722;13,51963017613462;13,520261072244791
2025-10-01;867;13,34;13,341686676147761;13,354182266875151;13,49679936387303;13,497456324318582
2025-10-01;870;13,34;13,339317550992698;13,351834052651801;13,494347951284176;13,49500764284034
2025-10-01;896;13,32;13,319858501893506;13,332920558407386;13,473800135469483;13,474482062200886
2025-10-01;901;13,31;13,316420437836433;13,329573298796783;13,469989952071753;13,470675853711365
2025-10-01;915;13,3;13,307509978995613;13,320685852855878;13,45955920484145;13,460255706080307
2025-10-01;930;13,3;13,29937424915959;13,31194082691659;13,448766442120053;13,449473417503953
2025-10-01;957;13,29;13,288905545072689;13,298158517376946;13,430313519104503;13,431036984468177
2025-10-01;960;13,29;13,288042684324289;13,296778303909177;13,428338960694399;13,429064066960612
2025-10-01;992;13,28;13,281819243405396;13,283862977006509;13,40819398432078;13,408934154286698
2025-10-01;1006;13,28;13,280466207384727;13,279215672104488;13,399896275766551;13,400641609477118
2025-10-01;1020;13,28;13,279760146417056;13,275150685700028;13,39190401214408;13,392653624805217
2025-10-01;1049;13,28;13,280259130391645;13,26849643003575;13,376295230929998;13,377050849192361
2025-10-01;1050;13,28;13,280298774525273;13,26830785701992;13,375779312454492;13,376535068321447
2025-10-01;1080;13,28;13,280923034894421;13,263850282069972;13,360974520200395;13,361732223263305
2025-10-01;1097;13,28;13,279924864353793;13,262308366914773;13,353150316615245;13,353907233613223
2025-10-01;1111;13,28;13,277908584623397;13,261540903450994;13,34700513705403;13,347760371007464
2025-10-01;1140;13,27;13,271792502518146;13,261303644983487;13,335108817228447;13,335857568528292
2025-10-01;1142;13,27;13,271351735497294;13,261351137545386;13,33432891322344;13,33507706785262
2025-10-01;1170;13,26;13,265826410366127;13,262820958658361;13,323943994006225;13,324681760671625
2025-10-01;1189;13,25;13,263036646090686;13,264620889548686;13,317451164179504;13,318179714805737
2025-10-01;1202;13,26;13,261729372549848;13,266195962908192;13,31325933059667;13,313980564893782
2025-10-01;1233;13,26;13,261116220458087;13,270973929565274;13,30406001099282;13,304760487349688
2025-10-01;1279;13,27;13,269830110290844;13,280330494739895;13,292387124072707;13,293048234608285
2025-10-01;1322;13,29;13,290642222475158;13,290967986309386;13,283485871965924;13,284101025921261
2025-10-01;1370;13,31;13,31104197540594;13,30427386207341;13,275686317283695;13,276239910660818
2025-10-01;1400;13,32;13,320188628733765;13,31301290771232;13,271884771844583;13,272394515065752
2025-10-01;1414;13,32;13,323596513750829;13,317133599283467;13,270379415128495;13,270867309102819
2025-10-01;1440;13,32;13,32884577672308;13,324769571306094;13,268020196046734;13,268465215462465
2025-10-01;1461;13,33;13,332464940955912;13,330848054566694;13,266514985187515;13,26692323292258
2025-10-01;1507;13,34;13,340378081240674;13,343617807891155;13,264403588405079;13,264724796983367
2025-10-01;1554;13,35;13,35088635551161;13,355878266362474;13,263820261135745;13,264043710674663
2025-10-01;1598;13,36;13,36265890589909;13,366719451531793;13,26460234160772;13,264726643984778
2025-10-01;1643;13,36;13,375567671924552;13,377254157964064;13,266623258451082;13,266639029517654
2025-10-01;1687;13,38;13,388018805974648;13,387094479455822;13,269695350240552;13,26959854498601
2025-10-01;1734;13,4;13,399993070487064;13,397192704343826;13,27407000248182;13,27384650806277
2025-10-01;1779;13,4;13,409379063418571;13,406548231293128;13,27922078740237;13,278870393784283
2025-10-01;1800;13,4;13,41317260394212;13,410833509396635;13,281921135396972;13,281509829936828
2025-10-01;1813;13,41;13,415383327073103;13,413465969774462;13,283681891724196;13,283232381339904
2025-10-01;1826;13,41;13,417511258932011;13,416085332403329;13,285508359077648;13,285020282789738
2025-10-01;1874;13,42;13,424957614303299;13,425676770230602;13,292789158187956;13,29215582930849
2025-10-01;1904;13,43;13,42958471742361;13,431640272314937;13,297737915028852;13,297011793567963
2025-10-01;1919;13,43;13,43197934003884;13,434622717628768;13,300318355158273;13,29954533944637
2025-10-01;1965;13,44;13,440021159426912;13,443810943193025;13,308638134527342;13,307719579684502
2025-10-01;1995;13,45;13,446059607628468;13,449848879621301;13,314367271734172;13,313352675233624
2025-10-01;2052;13,46;13,458894587121547;13,461298878262415;13,325829718444355;13,324631105852264
2025-10-01;2144;13,48;13,480740869387128;13,479156287366228;13,345638895380098;13,344142489282392
2025-10-01;2161;13,49;13,484600189431525;13,482301288036611;13,349442234909802;13,347891137046203
2025-10-01;2238;13,5;13,499941854132503;13,495633382388668;13,367089583844496;13,365294037103286
2025-10-01;2284;13,51;13,5067374918729;13,502702874257558;13,377885281975605;13,375947426814458
2025-10-01;2329;13,51;13,511702334247211;13,508813182579605;13,38856755176724;13,386494198637507
2025-10-01;2420;13,51;13,517775245300525;13,518219059544482;13,410349131425066;13,408016359027787
2025-10-01;2511;13,52;13,520407799301038;13,52295416387913;13,432085580535675;13,429518510904938
2025-10-01;2520;13,52;13,520566196948039;13,523174131637695;13,434220813384243;13,431632191998293
2025-10-01;2603;13,52;13,521386022536051;13,52347632783555;13,453699732155611;13,450928166110463
2025-10-01;2651;13,52;13,521228638512257;13,522473954964534;13,464737525621825;13,461874467012768
2025-10-01;2694;13,52;13,520614467212196;13,52103256573827;13,474446518235828;13,471511387644108
2025-10-01;2784;13,51;13,517892682220994;13,516955061369849;13,494111024542283;13,491058393716544
2025-10-01;2875;13,51;13,513994130496611;13,51239747900025;13,512922798836158;13,509802420952902
2025-10-01;2882;13,51;13,513678423560156;13,512064606608265;13,51431988437711;13,51119659925085
2025-10-01;2968;13,51;13,509979698521612;13,508572912892978;13,530846667157432;13,52771650488564
2025-10-01;3015;13,51;13,508270784694329;13,507168461998104;13,539350986838263;13,536240756681355
2025-10-01;3059;13,51;13,506836579878193;13,506056586107514;13,546952298329392;13,543876815856217
2025-10-01;3148;13,5;13,504032192896194;13,503971843549746;13,561203837995576;13,558248864310182
2025-10-01;3240;13,5;13,500578063310156;13,501281874495984;13,57426343162393;13,571508210187694
2025-10-01;3333;13,5;13,495913482871785;13,497046077911639;13,585639170475794;13,583169008518388
2025-10-01;3380;13,49;13,493237835567012;13,494013268116746;13,590663347125874;13,588370728944454
2025-10-01;3424;13,49;13,490651011074549;13,490480531635372;13,594914891085285;13,592809637139528
